Lookup Value,Local Authority,SPC_Code,SPC_Name
S01008362,East Renfrewshire,S16000103,Eastwood
S01008363,East Renfrewshire,S16000103,Eastwood
S01008364,East Renfrewshire,S16000103,Eastwood
S01008365,East Renfrewshire,S16000103,Eastwood
S01008366,East Renfrewshire,S16000103,Eastwood
S01008367,East Renfrewshire,S16000103,Eastwood
S01008368,East Renfrewshire,S16000103,Eastwood
S01008369,East Renfrewshire,S16000103,Eastwood
S01008370,East Renfrewshire,S16000103,Eastwood
S01008371,East Renfrewshire,S16000103,Eastwood
S01008372,East Renfrewshire,S16000103,Eastwood
S01008373,East Renfrewshire,S16000103,Eastwood
S01008374,East Renfrewshire,S16000103,Eastwood
S01008375,East Renfrewshire,S16000103,Eastwood
S01008376,East Renfrewshire,S16000103,Eastwood
S01008377,East Renfrewshire,S16000103,Eastwood
S01008378,East Renfrewshire,S16000103,Eastwood
S01008379,East Renfrewshire,S16000103,Eastwood
S01008380,East Renfrewshire,S16000103,Eastwood
S01008381,East Renfrewshire,S16000103,Eastwood
S01008382,East Renfrewshire,S16000103,Eastwood
S01008383,East Renfrewshire,S16000103,Eastwood
S01008384,East Renfrewshire,S16000103,Eastwood
S01008385,East Renfrewshire,S16000103,Eastwood
S01008386,East Renfrewshire,S16000103,Eastwood
S01008387,East Renfrewshire,S16000103,Eastwood
S01008388,East Renfrewshire,S16000103,Eastwood
S01008389,East Renfrewshire,S16000103,Eastwood
S01008390,East Renfrewshire,S16000103,Eastwood
S01008391,East Renfrewshire,S16000103,Eastwood
S01008392,East Renfrewshire,S16000103,Eastwood
S01008393,East Renfrewshire,S16000103,Eastwood
S01008394,East Renfrewshire,S16000103,Eastwood
S01008395,East Renfrewshire,S16000103,Eastwood
S01008396,East Renfrewshire,S16000103,Eastwood
S01008397,East Renfrewshire,S16000103,Eastwood
S01008398,East Renfrewshire,S16000103,Eastwood
S01008399,East Renfrewshire,S16000103,Eastwood
S01008400,East Renfrewshire,S16000103,Eastwood
S01008401,East Renfrewshire,S16000103,Eastwood
S01008402,East Renfrewshire,S16000103,Eastwood
S01008403,East Renfrewshire,S16000103,Eastwood
S01008404,East Renfrewshire,S16000103,Eastwood
S01008405,East Renfrewshire,S16000103,Eastwood
S01008406,East Renfrewshire,S16000103,Eastwood
S01008407,East Renfrewshire,S16000103,Eastwood
S01008408,East Renfrewshire,S16000103,Eastwood
S01008409,East Renfrewshire,S16000103,Eastwood
S01008410,East Renfrewshire,S16000103,Eastwood
S01008411,East Renfrewshire,S16000103,Eastwood
S01008412,East Renfrewshire,S16000103,Eastwood
S01008413,East Renfrewshire,S16000103,Eastwood
S01008414,East Renfrewshire,S16000103,Eastwood
S01008415,East Renfrewshire,S16000103,Eastwood
S01008416,East Renfrewshire,S16000103,Eastwood
S01008417,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008418,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008419,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008420,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008421,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008422,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008423,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008424,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008425,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008426,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008427,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008428,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008429,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008430,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008431,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008432,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008433,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008434,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008435,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008436,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008437,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008438,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008439,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008440,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008441,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008442,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008443,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008444,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008445,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008446,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008447,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008448,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008449,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008450,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008451,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008452,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008453,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008454,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008455,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008456,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008457,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008458,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008459,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008460,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008461,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008462,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008463,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008464,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008465,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008466,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008467,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008468,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008469,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008470,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008471,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008472,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008473,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008474,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008475,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008476,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008477,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008478,City of Edinburgh,S16000108,Edinburgh Southern
S01008479,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008480,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008481,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008482,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008483,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008484,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008485,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008486,City of Edinburgh,S16000107,Edinburgh Pentlands
S01008487,City of Edinburgh,S16000108,Edinburgh Southern
S01008488,City of Edinburgh,S16000108,Edinburgh Southern
S01008489,City of Edinburgh,S16000108,Edinburgh Southern
S01008490,City of Edinburgh,S16000108,Edinburgh Southern
S01008491,City of Edinburgh,S16000108,Edinburgh Southern
S01008492,City of Edinburgh,S16000104,Edinburgh Central
S01008493,City of Edinburgh,S16000104,Edinburgh Central
S01008494,City of Edinburgh,S16000104,Edinburgh Central
S01008495,City of Edinburgh,S16000104,Edinburgh Central
S01008496,City of Edinburgh,S16000104,Edinburgh Central
S01008497,City of Edinburgh,S16000104,Edinburgh Central
S01008498,City of Edinburgh,S16000104,Edinburgh Central
S01008499,City of Edinburgh,S16000104,Edinburgh Central
S01008500,City of Edinburgh,S16000104,Edinburgh Central
S01008501,City of Edinburgh,S16000104,Edinburgh Central
S01008502,City of Edinburgh,S16000104,Edinburgh Central
S01008503,City of Edinburgh,S16000108,Edinburgh Southern
S01008504,City of Edinburgh,S16000108,Edinburgh Southern
S01008505,City of Edinburgh,S16000108,Edinburgh Southern
S01008506,City of Edinburgh,S16000108,Edinburgh Southern
S01008507,City of Edinburgh,S16000108,Edinburgh Southern
S01008508,City of Edinburgh,S16000108,Edinburgh Southern
S01008509,City of Edinburgh,S16000108,Edinburgh Southern
S01008510,City of Edinburgh,S16000108,Edinburgh Southern
S01008511,City of Edinburgh,S16000108,Edinburgh Southern
S01008512,City of Edinburgh,S16000108,Edinburgh Southern
S01008513,City of Edinburgh,S16000108,Edinburgh Southern
S01008514,City of Edinburgh,S16000108,Edinburgh Southern
S01008515,City of Edinburgh,S16000108,Edinburgh Southern
S01008516,City of Edinburgh,S16000108,Edinburgh Southern
S01008517,City of Edinburgh,S16000108,Edinburgh Southern
S01008518,City of Edinburgh,S16000108,Edinburgh Southern
S01008519,City of Edinburgh,S16000108,Edinburgh Southern
S01008520,City of Edinburgh,S16000108,Edinburgh Southern
S01008521,City of Edinburgh,S16000108,Edinburgh Southern
S01008522,City of Edinburgh,S16000108,Edinburgh Southern
S01008523,City of Edinburgh,S16000108,Edinburgh Southern
